gene,mean_DFU,mean_Control,log2FC,t,df,P_value,adj_P_value,status_standard,status_relaxed,status_strict
ABCA8,1.1585815401927997,3.289458305528386,-2.1308767653355862,-8.182996387595562,43.614835533211945,2.3536861348816274e-10,1.4008829361649879e-08,Down,Down,Down
SERTAD4,1.125559923834729,2.515985577108556,-1.3904256532738273,-8.171640006080557,43.614835533211945,2.4428192801906334e-10,1.4225239397384086e-08,Down,Down,ns
VIPR1,1.4434940044657296,3.635725619329057,-2.192231614863327,-8.171950023040958,43.614835533211945,2.44034126239967e-10,1.4225239397384086e-08,Down,Down,Down
GALNT16,1.0101926333145455,3.1039966187859025,-2.0938039854713573,-8.169723049993767,43.614835533211945,2.458198089527741e-10,1.4249727379885129e-08,Down,Down,Down
ACBD4,1.4329153104515375,2.4862700859736533,-1.0533547755221158,-8.165515888969084,43.614835533211945,2.4922930386139797e-10,1.438199688753126e-08,Down,Down,ns
TUBA1C,8.358111102292682,6.622161862713121,1.7359492395795613,8.162685060267922,43.614835533211945,2.515501140720744e-10,1.4450534255680922e-08,Up,Up,Up
VIT,0.7929302139157295,2.868977563146044,-2.076047349230315,-8.153766921690652,43.614835533211945,2.590052616824323e-10,1.4812081175946455e-08,Down,Down,Down
NFIB,2.5115700892724275,3.797207011960049,-1.2856369226876216,-8.145975825329085,43.614835533211945,2.657005726547368e-10,1.5127140192258296e-08,Down,Down,ns
NEIL1,1.525830071580656,2.891279550609736,-1.3654494790290799,-8.127634466770214,43.614835533211945,2.8215962899480473e-10,1.5922043135268782e-08,Down,Down,ns
CALCOCO1,4.413925482277338,5.560543149856976,-1.1466176675796378,-8.118205237926142,43.614835533211945,2.91017654419079e-10,1.6349551307517684e-08,Down,Down,ns
NBPF12,2.253168868151008,3.352270465445816,-1.099101597294808,-8.106851054914774,43.614835533211945,3.020572680867417e-10,1.6812526883723957e-08,Down,Down,ns
WNK2,0.19689942400817925,2.121805757409993,-1.924906333401814,-8.105686317461839,43.614835533211945,3.0321345434458635e-10,1.6812526883723957e-08,Down,Down,Down
GLIPR1,4.162502551589476,2.499049744062532,1.6634528075269444,8.09193888067049,43.614835533211945,3.1720071014262885e-10,1.7361633718665004e-08,Up,Up,Up
TTLL3,2.547301906071969,3.7794539090106967,-1.2321520029387276,-8.076941071657558,43.614835533211945,3.332039089087857e-10,1.815961303552882e-08,Down,Down,ns
WNT11,0.5777646541268092,2.5093560974682267,-1.9315914433414174,-8.06982877646502,43.614835533211945,3.4107516810877314e-10,1.8431066181742303e-08,Down,Down,Down
ACOT7,4.23558962584907,3.0580638205945507,1.1775258052545197,8.067723916120169,43.614835533211945,3.434403872404346e-10,1.8480570710874522e-08,Up,Up,ns
WDR1,6.967123598583634,5.839333595539929,1.127790003043705,8.058591480340851,43.614835533211945,3.538955795079346e-10,1.8930631204283622e-08,Up,Up,ns
SH3BP5-AS1,1.482486188231769,2.736300591527194,-1.2538144032954248,-8.046529187085605,43.614835533211945,3.6819902682339034e-10,1.9403480120159905e-08,Down,Down,ns
BTC,0.17340062403544812,1.836560811541323,-1.6631601875058748,-8.038509190894407,43.614835533211945,3.7803027375105103e-10,1.9758279021094893e-08,Down,Down,Down
ADRA2C,0.5407974449602346,1.5996760065357085,-1.0588785615754739,-8.03719813137598,43.614835533211945,3.7966252364185493e-10,1.976259658777378e-08,Down,Down,ns
MTHFD2,4.482416673210054,3.147002025275758,1.3354146479342957,8.031859763326521,43.614835533211945,3.863818154314913e-10,1.9949503207278578e-08,Up,Up,ns
PHKG1,0.6806515702617809,2.2539761926445903,-1.5733246223828092,-8.032091279507283,43.614835533211945,3.860880504191755e-10,1.9949503207278578e-08,Down,Down,Down
C3,3.6398425862530748,5.995178591391283,-2.355336005138208,-8.02782072144748,43.614835533211945,3.915454627190229e-10,2.0134593895385883e-08,Down,Down,Down
TYRP1,0.4727701323937975,3.6948516221668326,-3.222081489773035,-8.02355727721318,43.614835533211945,3.9707148680179216e-10,2.0336757715595404e-08,Down,Down,Down
LINC00893,0.6421944309911861,1.7227802788767952,-1.080585847885609,-8.017654672191952,43.614835533211945,4.048521518029702e-10,2.0652317967773114e-08,Down,Down,ns
KCNK5,0.739376074952032,2.606099522115084,-1.866723447163052,-7.989473056154671,43.614835533211945,4.441733647553292e-10,2.212712078408091e-08,Down,Down,Down
N4BP2L2-IT2,0.6297744824350582,1.7605957860539219,-1.1308213036188637,-7.989752758618191,43.614835533211945,4.4376480268226715e-10,2.212712078408091e-08,Down,Down,ns
PNP,6.094270073105492,4.0979138887963735,1.9963561843091187,7.985122340924865,43.614835533211945,4.505780193397868e-10,2.235883844607121e-08,Up,Up,Up
MAOB,1.2747465840759182,3.727838678363249,-2.4530920942873307,-7.97600992522885,43.614835533211945,4.6429593503205524e-10,2.286164501723475e-08,Down,Down,Down
FAM107A,1.5611214257950048,2.9920797570479194,-1.4309583312529146,-7.964701981694693,43.614835533211945,4.819058485594496e-10,2.3637481871841003e-08,Down,Down,ns
SPRY4,3.1364988355000576,1.8823793616537559,1.2541194738463017,7.931392207219022,43.614835533211945,5.377926992622406e-10,2.5687154658020053e-08,Up,Up,ns
PLPP3,4.226425500570647,5.88941173554983,-1.6629862349791829,-7.9327135873484975,43.614835533211945,5.354559018400096e-10,2.5687154658020053e-08,Down,Down,Down
EVA1C,2.255060730970889,3.2603408269622194,-1.0052800959913304,-7.910751553317544,43.614835533211945,5.756577436955013e-10,2.7393146288614654e-08,Down,Down,ns
TPI1,8.208211694556795,6.943194742969493,1.2650169515873015,7.9067197262179665,43.614835533211945,5.833620253525851e-10,2.765656471866735e-08,Up,Up,ns
CCDC18-AS1,1.5102618606020366,2.7501320756328838,-1.2398702150308472,-7.90162073412336,43.614835533211945,5.932545565912051e-10,2.8021390222991252e-08,Down,Down,ns
STK17A,4.028285245917223,2.6955741783729947,1.3327110675442282,7.893534882085377,43.614835533211945,6.092899518250761e-10,2.8672600574262712e-08,Up,Up,ns
CYBRD1,4.305916397539983,6.2031745529558,-1.897258155415817,-7.884798718891476,43.614835533211945,6.271065888796556e-10,2.9402537970522972e-08,Down,Down,Down
EGFR,3.263375523441519,4.703168613825574,-1.4397930903840552,-7.872478845035077,43.614835533211945,6.531277740862151e-10,3.039904563110037e-08,Down,Down,ns
SYBU,0.9941096332418197,2.2594806747944056,-1.2653710415525858,-7.865909536518521,43.614835533211945,6.674449881671762e-10,3.0840311355420286e-08,Down,Down,ns
ATP6V0E2,1.6715407618609304,2.9379353452853514,-1.266394583424421,-7.850968780912178,43.614835533211945,7.011964342495958e-10,3.193699330708962e-08,Down,Down,ns
ABCA5,1.7730894847838672,3.263380465044863,-1.4902909802609956,-7.843712478343193,43.614835533211945,7.182037187192236e-10,3.2137726402899154e-08,Down,Down,ns
FAM117A,1.9499998752740233,3.00315541200152,-1.0531555367274967,-7.844457285787518,43.614835533211945,7.164391302438844e-10,3.2137726402899154e-08,Down,Down,ns
TBX18,1.3160383338866544,2.4000040223926136,-1.0839656885059592,-7.8457734170197115,43.614835533211945,7.133313939533537e-10,3.2137726402899154e-08,Down,Down,ns
OVGP1,0.8077592937602943,1.827228308968938,-1.0194690152086436,-7.844862918555096,43.614835533211945,7.154798975506083e-10,3.2137726402899154e-08,Down,Down,ns
ABCA3,0.982525996808793,2.0796218233569514,-1.0970958265481583,-7.825740202716954,43.614835533211945,7.621392406065297e-10,3.386606876465182e-08,Down,Down,ns
GUSBP11,2.199524577729625,3.236618558927704,-1.0370939811980793,-7.8237632412200515,43.614835533211945,7.671348001281331e-10,3.394808173673782e-08,Down,Down,ns
DMD,1.3546435534865544,2.434540435667396,-1.0798968821808417,-7.814577298918463,43.614835533211945,7.90782106463439e-10,3.4655822005938964e-08,Down,Down,ns
LINC00894,0.9345773652151206,2.038008533780948,-1.1034311685658273,-7.813148756936382,43.614835533211945,7.945251123686603e-10,3.470061218506002e-08,Down,Down,ns
CHRDL1,1.1871442270288277,4.237273070021889,-3.050128842993061,-7.794285036060636,43.614835533211945,8.456575439907965e-10,3.6682553260253836e-08,Down,Down,Down
MST1,1.6106289666560853,2.6695798578436363,-1.058950891187551,-7.790229125348043,43.614835533211945,8.570775200666958e-10,3.692672166692761e-08,Down,Down,ns
PDZD2,1.341052197040848,3.1157479139770374,-1.7746957169361894,-7.786053036736704,43.614835533211945,8.68998428771306e-10,3.731426586572547e-08,Down,Down,Down
ZBTB16,0.5459613660055714,2.6334209227615704,-2.087459556755999,-7.774884017558331,43.614835533211945,9.017082636120222e-10,3.858887746927557e-08,Down,Down,Down
HID1,1.5526645722548533,2.6865854165044443,-1.133920844249591,-7.757590849562242,43.614835533211945,9.548184465302256e-10,4.058933216199989e-08,Down,Down,ns
PKM,8.734254968879883,7.32049536933535,1.413759599544533,7.752211499623083,43.614835533211945,9.719736127067335e-10,4.1044965174996597e-08,Up,Up,ns
SOX10,0.3374742257474381,2.303869202039923,-1.966394976292485,-7.74802019002802,43.614835533211945,9.855547489223682e-10,4.1481121165039474e-08,Down,Down,Down
MISP3,0.6982362485405735,1.936658724649077,-1.2384224761085034,-7.723144479181013,43.614835533211945,1.0701881603125685e-09,4.489509739627035e-08,Down,Down,ns
NOP10,6.942495324038516,5.850047550369405,1.092447773669111,7.720753758913655,43.614835533211945,1.0786980197963203e-09,4.51037240867622e-08,Up,Up,ns
ALDH1A1,2.0276566762079353,4.0120745597116425,-1.9844178835037072,-7.708020709414509,43.614835533211945,1.1251839460157953e-09,4.689369563248182e-08,Down,Down,Down
BMP4,1.2688053599508557,2.60165338583195,-1.3328480258810944,-7.705248411539013,43.614835533211945,1.1355696383219538e-09,4.701921947246713e-08,Down,Down,ns
ANGPTL1,1.4552195201763138,3.696743228008472,-2.241523707832158,-7.699819471311483,43.614835533211945,1.1561880342014774e-09,4.7718012945538645e-08,Down,Down,Down
FKBP1A,7.265065633450581,6.231862964180901,1.0332026692696799,7.697615416386737,43.614835533211945,1.164666141306725e-09,4.791286225833763e-08,Up,Up,ns
SCARB1,2.8086572891972836,4.131130745848857,-1.3224734566515735,-7.693464220384805,43.614835533211945,1.1808043431926762e-09,4.824239383690548e-08,Down,Down,ns
AJAP1,1.87724006290214,0.45619616562247706,1.4210438972796628,7.692642664165592,43.614835533211945,1.1840248781425089e-09,4.824239383690548e-08,Up,Up,ns
PODN,2.5861376548969908,5.021381630952967,-2.4352439760559763,-7.6876738997922525,43.614835533211945,1.2036918128899288e-09,4.88875213050486e-08,Down,Down,Down
COL4A6,0.46119545175900795,1.7434576079685093,-1.2822621562095013,-7.681073224160518,43.614835533211945,1.2303276175629208e-09,4.9790214584200245e-08,Down,Down,ns
HOXC12,0.2988486311570649,1.3687215140894757,-1.069872882932411,-7.674885843941117,43.614835533211945,1.2558345474644739e-09,5.0522580390581815e-08,Down,Down,ns
HMCN2,0.5175055162518404,2.503659197227445,-1.9861536809756046,-7.6703453366069,43.614835533211945,1.274890637503745e-09,5.0834534088411984e-08,Down,Down,Down
HIF3A,0.44650245197463334,1.8720896232447095,-1.425587171270076,-7.670190192950245,43.614835533211945,1.2755470013559034e-09,5.0834534088411984e-08,Down,Down,ns
NPIPB13,2.12880295591057,3.2776823902546397,-1.1488794343440696,-7.657032983514159,43.614835533211945,1.332456589508979e-09,5.2937130486006264e-08,Down,Down,ns
SLC25A4,1.4404520605965851,2.503531827794091,-1.0630797671975056,-7.652387452237514,43.614835533211945,1.3531553655354855e-09,5.34265955934181e-08,Down,Down,ns
MSANTD3,3.77782206290454,2.60101975476187,1.17680230814267,7.644765083522138,43.614835533211945,1.3878214133455913e-09,5.429106283557155e-08,Up,Up,ns
NSUN5P2,2.0049198120858724,3.0332964339731294,-1.028376621887257,-7.6400462207118585,43.614835533211945,1.4097294442905195e-09,5.497944832733026e-08,Down,Down,ns
PIK3IP1,2.9708168154951333,4.325023493979102,-1.3542066784839686,-7.638707442026033,43.614835533211945,1.4160079775393797e-09,5.5055944321828384e-08,Down,Down,ns
AP2S1,6.8675900133650485,5.600502070627685,1.2670879427373638,7.637411825027082,43.614835533211945,1.422111095550349e-09,5.512517568861277e-08,Up,Up,ns
PFKFB4,2.6670103320054386,1.5867423025942735,1.080268029411165,7.6362170734033255,43.614835533211945,1.427762574834901e-09,5.517653368748331e-08,Up,Up,ns
AKAP1,2.5593104587377895,3.6305650838204535,-1.071254625082664,-7.627129076444345,43.614835533211945,1.47149714635475e-09,5.635436368607245e-08,Down,Down,ns
ECT2,2.6007086152821124,1.5388432809921389,1.0618653342899735,7.621826235889726,43.614835533211945,1.4976366813357345e-09,5.7098467476534303e-08,Up,Up,ns
MELK,2.649190010394706,0.8232986684544134,1.8258913419402925,7.621375229034452,43.614835533211945,1.4998813302469216e-09,5.7098467476534303e-08,Up,Up,Up
GAPDH,10.484886734404647,9.121697241424414,1.3631894929802328,7.615323927489069,43.614835533211945,1.530328086474242e-09,5.791179254245106e-08,Up,Up,ns
PPIF,6.4820471747382395,4.565550963187852,1.9164962115503874,7.606962177319183,43.614835533211945,1.5734265002009806e-09,5.936659218066008e-08,Up,Up,Up
DTX2P1-UPK3BP1-PMS2P11,1.6433857928266777,2.6684306433270493,-1.0250448505003715,-7.602291743458921,43.614835533211945,1.5980288203820692e-09,6.011699571189537e-08,Down,Down,ns
KIF23,2.48709376435521,1.0492978225487277,1.4377959418064823,7.595038614222069,43.614835533211945,1.6370058641967944e-09,6.103148952399586e-08,Up,Up,ns
CLDN11,0.7977717568503526,2.3637161412574237,-1.565944384407071,-7.5942171174287125,43.614835533211945,1.6414805070752436e-09,6.103148952399586e-08,Down,Down,Down
QSOX1,6.425772923982629,4.949781461420753,1.4759914625618764,7.585885936343449,43.614835533211945,1.6875600916677058e-09,6.256236584022748e-08,Up,Up,ns
PRSS23,4.70138681873879,3.2239195836258414,1.4774672351129485,7.578039513013915,43.614835533211945,1.7321486467380964e-09,6.402925128072737e-08,Up,Up,ns
PVR,3.3953691636151433,2.3264854693815935,1.0688836942335498,7.559035366111808,43.614835533211945,1.8451209449210637e-09,6.761732014534001e-08,Up,Up,ns
C15orf62,0.8624872944345487,1.9512631086050203,-1.0887758141704715,-7.556665181739857,43.614835533211945,1.8597214879179091e-09,6.776293752976313e-08,Down,Down,ns
MLPH,1.7873336277789635,2.9337967047548044,-1.1464630769758408,-7.541333632818963,43.614835533211945,1.95701566063633e-09,7.090289977299748e-08,Down,Down,ns
PALM,2.1291530923032043,4.597183118725412,-2.4680300264222077,-7.53451138132645,43.614835533211945,2.0019415014616015e-09,7.232509905988613e-08,Down,Down,Down
C1orf21,3.169340484516511,4.249451422820482,-1.0801109383039713,-7.531359243161872,43.614835533211945,2.0230481734273553e-09,7.288116767152277e-08,Down,Down,ns
KIT,1.7667609912129298,3.2425426633370367,-1.4757816721241068,-7.517137828450004,43.614835533211945,2.121094189178052e-09,7.579112141248523e-08,Down,Down,ns
LRRC59,5.484015809771349,4.027959815458859,1.4560559943124902,7.509965014618973,43.614835533211945,2.172346080797638e-09,7.695535991225633e-08,Up,Up,ns
DCST2,0.2964248430226967,1.4779653996352986,-1.1815405566126018,-7.510532858488646,43.614835533211945,2.168243584677043e-09,7.695535991225633e-08,Down,Down,ns
PLEKHH2,1.1384422276429478,2.5822763488057245,-1.4438341211627768,-7.507522046946404,43.614835533211945,2.190084780195889e-09,7.736883989428857e-08,Down,Down,ns
MRNIP,1.9285478613197915,2.935015309051733,-1.0064674477319415,-7.498955931709785,43.614835533211945,2.253443875943617e-09,7.938720925389213e-08,Down,Down,ns
IGSF10,0.8038950571103752,2.390563966750491,-1.5866689096401156,-7.494993182351422,43.614835533211945,2.2833754886875113e-09,8.022007605298025e-08,Down,Down,Down
SEC31B,1.2518809586188064,2.2950914574088395,-1.043210498790033,-7.490589665137595,43.614835533211945,2.317105618487858e-09,8.095903548650864e-08,Down,Down,ns
RNPC3,2.0836981660928755,3.193506083307848,-1.1098079172149724,-7.489753175533528,43.614835533211945,2.3235695589818306e-09,8.096306717403083e-08,Down,Down,ns
PLSCR4,2.544154068372391,3.8861483829021344,-1.3419943145297433,-7.483348447307706,43.614835533211945,2.3736659304773866e-09,8.248327414544445e-08,Down,Down,ns
GOLGA8B,2.189981604676136,3.6269780227942334,-1.4369964181180976,-7.480364057919989,43.614835533211945,2.3973789620157504e-09,8.279819726058729e-08,Down,Down,ns
MMP1,6.1364621911256485,0.6968356153552484,5.4396265757704,7.48051500102926,43.614835533211945,2.3961739259448223e-09,8.279819726058729e-08,Up,Up,Up
LIPG,3.1155752393686624,0.9345420370372652,2.181033202331397,7.47976020433565,43.614835533211945,2.4022059896822157e-09,8.279819726058729e-08,Up,Up,Up
KRT77,0.39074897964725197,3.4159823001943272,-3.025233320547075,-7.474199026104723,43.614835533211945,2.4471220605448707e-09,8.348213401416734e-08,Down,Down,Down
ARF4,6.662740541662202,5.584096512747283,1.078644028914919,7.47307445600448,43.614835533211945,2.4563071576721995e-09,8.348213401416734e-08,Up,Up,ns
ADH1B,1.0101604441791348,5.341612891973964,-4.331452447794829,-7.472461833558813,43.614835533211945,2.4613253657435052e-09,8.348213401416734e-08,Down,Down,Down
SUN1,4.3376048758053285,5.423081462601781,-1.0854765867964522,-7.4621826138758856,43.614835533211945,2.547082766923836e-09,8.570698291973531e-08,Down,Down,ns
APLN,3.40127153763249,0.8551449602042203,2.5461265774282698,7.457868688600033,43.614835533211945,2.5839625994450444e-09,8.671914481769119e-08,Up,Up,Up
CNN2,6.612477911016419,5.423481634767722,1.1889962762486972,7.451403219759191,43.614835533211945,2.640244911589207e-09,8.814409255889308e-08,Up,Up,ns
TM4SF19,3.478752471060165,1.0430648099875883,2.435687661072577,7.44716566019628,43.614835533211945,2.677800425843202e-09,8.84714736548662e-08,Up,Up,Up
INO80B-WBP1,1.4390180689779886,2.51663437738424,-1.0776163084062516,-7.438348029223491,43.614835533211945,2.7576789740635377e-09,9.064092772224818e-08,Down,Down,ns
MATN2,2.9800795385009597,4.329537346385476,-1.3494578078845163,-7.422062037967411,43.614835533211945,2.9115707622651144e-09,9.545311550428536e-08,Down,Down,ns
CEP55,2.3834537121547714,0.6781610716271497,1.7052926405276216,7.419952381489863,43.614835533211945,2.9321276517890738e-09,9.582165960697608e-08,Up,Up,Up
PLEKHA7,1.5971779842313594,2.624079605497017,-1.0269016212656576,-7.418833313182633,43.614835533211945,2.943091326201852e-09,9.582165960697608e-08,Down,Down,ns
