gene,mean_DFU,mean_Control,log2FC,t,df,P_value,adj_P_value,var_pooled,var_post,status_relaxed,status_standard,status_strict
MID1,1.8133006866943624,1.8336907355091894,-0.020390048814826978,-0.17133196496488726,43.614835533211945,0.8647551899428516,0.9020935748113225,0.14534523036388514,0.14736416448648773,ns,ns,ns
ZNF611,1.6510843119154466,1.6341024783667633,0.016981833548683323,0.17125439522102195,43.614835533211945,0.8648158116241849,0.9020935748113225,0.09621942155310638,0.10230994547115263,ns,ns,ns
DIRAS1,1.2029375570383165,1.1735314556820318,0.029406101356284742,0.17128155275985177,43.614835533211945,0.8647945875895433,0.9020935748113225,0.3190588942089653,0.3066802886642806,ns,ns,ns
DNAJC21,2.947966763807746,2.931166312110431,0.016800451697315033,0.17067306562822804,43.614835533211945,0.8652701538221697,0.9024936837894929,0.09459416809275181,0.10081939443228242,ns,ns,ns
HYPK,3.049617001113379,3.0690739520696115,-0.019456950956232344,-0.16988598455664955,43.614835533211945,0.8658853759308478,0.9030615144951016,0.13347663130276563,0.13647924524649033,ns,ns,ns
POFUT2,2.8390283421360767,2.8634390923137545,-0.024410750177677798,-0.1693971090825646,43.614835533211945,0.8662675479276656,0.9033862162663766,0.2202535299716284,0.21606399901935155,ns,ns,ns
PARP9,2.9699999962404573,2.9961961805735307,-0.026196184333073358,-0.16910987188958307,43.614835533211945,0.8664921069354914,0.9034726383573151,0.25689900469371024,0.24967226489867783,ns,ns,ns
PANK4,2.909876074126348,2.894438025284621,0.015438048841726726,0.16917109611473294,43.614835533211945,0.8664442415463149,0.9034726383573151,0.07914341884250782,0.086649216728892,ns,ns,ns
AKAP11,2.5995601284876586,2.617129409982598,-0.017569281494939304,-0.16877910814123906,43.614835533211945,0.8667507083576553,0.9035945216778533,0.10759905317764895,0.11274642332133475,ns,ns,ns
TRIM11,2.845905741404722,2.8635399259839134,-0.017634184579191192,-0.1688306687991315,43.614835533211945,0.8667103956543181,0.9035945216778533,0.10843337502548205,0.11351159584819,ns,ns,ns
CARD19,3.9353565739433582,3.9131479178886472,0.022208656054711007,0.16836402251792826,43.614835533211945,0.8670752561317583,0.9038589783757,0.18206600626015385,0.18104149051313886,ns,ns,ns
FAM171A1,2.5567703217969053,2.581920847310905,-0.025150525513999877,-0.16800592211312967,43.614835533211945,0.8673552668498044,0.9040769691978386,0.23890800330930345,0.23317237336914817,ns,ns,ns
ALG10,1.1059506602175986,1.085991834130862,0.019958826086736492,0.16767396257165776,43.614835533211945,0.8676148525327994,0.9042736363477273,0.14541146814904962,0.14742491242636158,ns,ns,ns
KPTN,2.0179103780270626,2.000296047884624,0.01761433014243874,0.16709204709870418,43.614835533211945,0.868069934349823,0.9046740110127721,0.11073809026406065,0.11562529428167245,ns,ns,ns
LRRC8B,1.7450078885283968,1.7657303162048188,-0.02072242767642196,-0.16687346613812162,43.614835533211945,0.8682408853404064,0.9047043067853748,0.15961328863279337,0.1604496736665403,ns,ns,ns
ZBTB34,2.0018863815924233,1.9856436915646962,0.016242690027727047,0.1669475987085409,43.614835533211945,0.8681829059420776,0.9047043067853748,0.09205316839403074,0.09848899500038623,ns,ns,ns
CCDC59,3.430144009045661,3.451195913626231,-0.021051904580569936,-0.16676940113302458,43.614835533211945,0.8683222762600975,0.9047151951915869,0.1654461578390709,0.1657991095958226,ns,ns,ns
FADS2,3.4255721654304683,3.3646168392349107,0.060955326195557546,0.16630929206655248,43.614835533211945,0.868682152279681,0.9049843089906171,1.5087047525037611,1.397727262704938,ns,ns,ns
ECHDC1,3.975410377304041,3.9439192412143704,0.03149113608967058,0.16625772211876502,43.614835533211945,0.868722489662286,0.9049843089906171,0.39168705616615246,0.37328896533979583,ns,ns,ns
RARRES2,5.692522905086395,5.763022524848208,-0.07049961976181329,-0.16614045098539643,43.614835533211945,0.8688142190248909,0.9050059409641782,2.027479272754756,1.8735052991539871,ns,ns,ns
NCOA5,3.3036084613399224,3.2876061223015722,0.016002339038350133,0.16559379663410012,43.614835533211945,0.8692418355971121,0.905377419909341,0.09060979101927755,0.09716524599883003,ns,ns,ns
CCL8,2.286103388348627,2.236961747869364,0.049141640479262616,0.16538214965045256,43.614835533211945,0.8694074056148655,0.9054759202781855,0.9863423142577009,0.9186586780273319,ns,ns,ns
NAXE,4.726768265916633,4.746335512440907,-0.019567246524274218,-0.16433915181339825,43.614835533211945,0.8702234222355143,0.9062517804809337,0.1454998138166228,0.14750593592810643,ns,ns,ns
ORC5,2.427636829690404,2.4470872391261973,-0.019450409435793237,-0.16419562760119438,43.614835533211945,0.8703357233672109,0.9062947236141129,0.14386277415275975,0.14600457553653373,ns,ns,ns
MBD2,4.278426803998209,4.29832655522902,-0.019899751230811447,-0.16380304958830946,43.614835533211945,0.8706429115214127,0.9064665728330947,0.15210306008817606,0.15356189940092524,ns,ns,ns
USP37,1.4513996464952834,1.4664068473670309,-0.01500720087174745,-0.16382480996564036,43.614835533211945,0.870625883726569,0.9064665728330947,0.07986571604893926,0.08731164931413601,ns,ns,ns
MAP1A,2.1806519713408665,2.218056061583635,-0.03740409024276836,-0.16367824369726175,43.614835533211945,0.8707405750476398,0.9064942492720448,0.5771286007633587,0.5433609533045293,ns,ns,ns
STARD7,4.571714768557057,4.552544264925551,0.019170503631506186,0.16315263723979134,43.614835533211945,0.871151896746887,0.906743201460932,0.1412973483662105,0.14365177447223007,ns,ns,ns
BAMBI,1.6261157950804483,1.5963488405727702,0.02976695450767819,0.1631243982885545,43.614835533211945,0.8711739966094121,0.906743201460932,0.36244223854782603,0.346467983661617,ns,ns,ns
ZNF771,1.4107472101889798,1.3952067797063095,0.015540430482670287,0.16310010420690949,43.614835533211945,0.871193009291994,0.906743201460932,0.08766050073506108,0.09446039546055789,ns,ns,ns
CARD8,2.8816667264428815,2.8614410747982153,0.020225651644666165,0.16185448578398823,43.614835533211945,0.8721679401111548,0.9076760147719104,0.1618221211824425,0.16247543625181213,ns,ns,ns
TM6SF1,1.757118990521944,1.7368294472088692,0.020289543313074754,0.1617731631862803,43.614835533211945,0.872231597351977,0.9076760147719104,0.1631224415155186,0.16366798490382847,ns,ns,ns
APIP,3.0018847463153846,2.9793609633711693,0.02252378294421531,0.16162511950349984,43.614835533211945,0.8723474843422176,0.9077225414340977,0.2049924731098507,0.20206779183415496,ns,ns,ns
ADCY7,3.2944641832776544,3.2698447562106963,0.02461942706695819,0.1612695099630979,43.614835533211945,0.8726258632141315,0.9079298352487893,0.2490613797956201,0.24248422917434548,ns,ns,ns
FAM168B,4.151961270551007,4.1371377049328375,0.014823565618169887,0.16118874950915366,43.614835533211945,0.8726890865270649,0.9079298352487893,0.08061304409660237,0.08799703816270249,ns,ns,ns
KLHL11,1.1716855347624655,1.1855721281730027,-0.013886593410537218,-0.16061823215652052,43.614835533211945,0.8731357399200399,0.9083204250917912,0.06946603690646282,0.0777739046313138,ns,ns,ns
HSD11B1L,2.1398738235161168,2.154872834547296,-0.014999011031179066,-0.16040673344734496,43.614835533211945,0.8733013311777531,0.9084185869910184,0.08385787528997313,0.09097293492232675,ns,ns,ns
GGCT,4.364980377022173,4.33466480328431,0.030315573737862422,0.16012393708608763,43.614835533211945,0.8735227533462582,0.9085748041289317,0.39131801920361964,0.3729505144819433,ns,ns,ns
CDK18,1.9956591329548155,1.9711232382315764,0.024535894723239027,0.1594352634502967,43.614835533211945,0.8740620096663139,0.9090615567831105,0.25334740083292123,0.246415021057339,ns,ns,ns
MYC,4.864347825017382,4.908978049656201,-0.04463022463881927,-0.15896946563440797,43.614835533211945,0.87442678050733,0.9093096808491513,0.878868671011017,0.8200925438825916,ns,ns,ns
CTTN,6.026148365853262,6.003404965330321,0.022743400522941215,0.1586838688824557,43.614835533211945,0.8746504477881283,0.9093096808491513,0.21771499053443963,0.21373585594037034,ns,ns,ns
TXN2,4.836187718975645,4.817945937505791,0.01824178146985389,0.15893462668681266,43.614835533211945,0.8744540643400329,0.9093096808491513,0.13411636093802398,0.13706595353273043,ns,ns,ns
RRP1B,2.673319546513273,2.689915007579497,-0.016595461066224004,-0.158675389144322,43.614835533211945,0.8746570889184144,0.9093096808491513,0.10876195358644694,0.11381294153201328,ns,ns,ns
BAHCC1,2.397285780217911,2.3672583933653812,0.03002738685252959,0.15878948436185267,43.614835533211945,0.8745677330090613,0.9093096808491513,0.39035708529628876,0.3720692236132899,ns,ns,ns
N4BP1,3.659001025330548,3.6816486216623767,-0.02264759633182889,-0.15832374183727638,43.614835533211945,0.8749324988085618,0.9095218582740129,0.21680820806664797,0.21290422839281153,ns,ns,ns
ABCD1,1.8781079974089605,1.9026459166587542,-0.02453791924979365,-0.15759506194301562,43.614835533211945,0.8755032501800559,0.9100409935240243,0.25970413598724623,0.25224490446889924,ns,ns,ns
SCD5,1.7788116375566976,1.7579048285312162,0.020906809025481365,0.15739077268099977,43.614835533211945,0.875663275385532,0.9101322468209772,0.18484487020261803,0.1835900397932095,ns,ns,ns
AK2,4.812348237389721,4.794292226417944,0.018056010971776892,0.15708012314333972,43.614835533211945,0.8759066254994332,0.9101322468209772,0.13456567716409687,0.13747803003888234,ns,ns,ns
INO80E,4.238466191567506,4.2216790072475385,0.016787184319967174,0.15677407918355613,43.614835533211945,0.8761463796642983,0.9101322468209772,0.11474455398073616,0.11929969879811242,ns,ns,ns
SIKE1,2.87007655887732,2.8528814199316312,0.017195138945688804,0.15677090954877737,43.614835533211945,0.8761488628107827,0.9101322468209772,0.12114923041145584,0.12517355007134962,ns,ns,ns
TAP1,3.5234485736845222,3.498796826410792,0.02465174727373043,0.1570534710690077,43.614835533211945,0.8759275042077685,0.9101322468209772,0.26417967186970587,0.25634950404172263,ns,ns,ns
TBCE,2.6298579663782053,2.642874505704018,-0.013016539325812815,-0.15669072152331273,43.614835533211945,0.876211683910795,0.9101322468209772,0.06295446650169352,0.07180201884964132,ns,ns,ns
ARL5A,3.723664406313393,3.7567875760361056,-0.033123169722712564,-0.15692669689137598,43.614835533211945,0.8760268178162374,0.9101322468209772,0.490111664305622,0.46355605628367513,ns,ns,ns
ZNF398,2.0419282257761564,2.0536317904643844,-0.011703564688227974,-0.1566630846962904,43.614835533211945,0.8762333354087632,0.9101322468209772,0.04797903720563711,0.0580677661688966,ns,ns,ns
DOCK7,2.9116545281309825,2.8941300138244688,0.017524514306513694,0.15685719400922524,43.614835533211945,0.8760812665284896,0.9101322468209772,0.12627219053372862,0.12987191479944468,ns,ns,ns
MFF,4.270655093912981,4.255070568654383,0.015584525258597992,0.15632497604440823,43.614835533211945,0.8764982273612154,0.9103207025054234,0.09741889449209297,0.10341000504888344,ns,ns,ns
MGST1,4.786010586447179,4.71487365950659,0.07113692694058926,0.15624927986283782,43.614835533211945,0.8765575336600486,0.9103207025054234,2.3362479013310242,2.156682915028426,ns,ns,ns
SLC6A14,1.6957958257411392,1.6391618110118262,0.056634014729312954,0.15593101759810973,43.614835533211945,0.8768068930096209,0.9105055212565504,1.4812302993271023,1.3725299161225004,ns,ns,ns
BBIP1,2.40643847920263,2.42234226099504,-0.0159037817924097,-0.15489741121213224,43.614835533211945,0.877616813559106,0.9112723679628137,0.10426025162090591,0.10968434454385033,ns,ns,ns
PMM1,3.923247697827735,3.9431776539481667,-0.01992995612043158,-0.15436507329165217,43.614835533211945,0.8780339984248187,0.9116313263788743,0.1737764648940734,0.17343899355105072,ns,ns,ns
SP140L,2.1042219528539188,2.120978084446767,-0.016756131592848167,-0.15359154325052315,43.614835533211945,0.8786402642035911,0.9121865263259847,0.1196902288361715,0.12383547181660223,ns,ns,ns
ANGPT1,1.6164208102422541,1.6453569844373992,-0.028936174195145048,-0.15333794314586618,43.614835533211945,0.8788390431392874,0.9123186257350697,0.3886710615371672,0.37052293897091165,ns,ns,ns
RBBP9,2.59945243243401,2.6151011427499844,-0.01564871031597459,-0.15281249639197378,43.614835533211945,0.879250928304816,0.9126719101962655,0.10363590746497416,0.10911174657501807,ns,ns,ns
BTF3,7.959608731752576,7.97854120920281,-0.01893247745023352,-0.15262317781971246,43.614835533211945,0.8793993389059771,0.9127516699819261,0.15923793450620463,0.16010542921668755,ns,ns,ns
HSPA4L,1.8859629953841264,1.9214319446351813,-0.035468949251054926,-0.15210979569885488,43.614835533211945,0.8798018114293913,0.9130863096600771,0.6015265679744561,0.5657367957561361,ns,ns,ns
FYN,4.352024603171812,4.379885234610339,-0.027860631438526795,-0.1520292665112966,43.614835533211945,0.8798649462410952,0.9130863096600771,0.365671468424822,0.3494295721555477,ns,ns,ns
MFGE8,6.013526615643791,5.981784486355648,0.03174212928814235,0.1517985988206886,43.614835533211945,0.8800457938785118,0.9131253770509039,0.4807336553898665,0.45495530490987773,ns,ns,ns
EWSR1,5.68740700379553,5.7029680616436425,-0.015561057848112014,-0.15182746364074048,43.614835533211945,0.8800231629834385,0.9131253770509039,0.10383830455603424,0.10929736881899603,ns,ns,ns
FCHSD2,3.0410862918912915,3.021216750148404,0.019869541742887353,0.15143042288678135,43.614835533211945,0.8803344638733199,0.9131277281640056,0.17998773277011018,0.17913546613896822,ns,ns,ns
SUPT5H,4.812640986479828,4.796537863141476,0.01610312333835129,0.15155180897678155,43.614835533211945,0.8802392887440289,0.9131277281640056,0.112750437782794,0.11747085668641978,ns,ns,ns
PDE4DIP,3.2030514248992366,3.17681890185913,0.026232523040106592,0.15150673219261862,43.614835533211945,0.8802746318661856,0.9131277281640056,0.3247761858976576,0.3119237262412387,ns,ns,ns
DHRS9,1.9137096406710377,1.951739186480219,-0.038029545809181275,-0.15170395396695086,43.614835533211945,0.8801199990277486,0.9131277281640056,0.6976067369342239,0.6538537566802276,ns,ns,ns
PCAT19,2.311085003448941,2.3322129852092903,-0.021127981760349357,-0.15113042474721666,43.614835533211945,0.8805696909305336,0.9132974356243571,0.2063906528463882,0.20335008921709274,ns,ns,ns
PPP1CC,5.17396508326787,5.154585126488159,0.01937995677971127,0.1498075322176778,43.614835533211945,0.881607094189143,0.9142990381551712,0.17452854328527406,0.17412873903054749,ns,ns,ns
YDJC,2.6818336522063815,2.703741808842443,-0.021908156636061715,-0.14948731814867938,43.614835533211945,0.881858235537925,0.9144851258590956,0.22833773385289752,0.22347817704610407,ns,ns,ns
ARL8A,4.308856052147514,4.295199088185362,0.013656963962151991,0.1489439526483896,43.614835533211945,0.8822844208908467,0.9148526888056726,0.08004619476347796,0.08747716979571735,ns,ns,ns
MRPL43,4.282556665772609,4.297014299342928,-0.01445763357031904,-0.14861608748265728,43.614835533211945,0.8825415969634536,0.9149540196135307,0.09203022878174838,0.09846795664313746,ns,ns,ns
TBCCD1,2.124726066394403,2.11201028886312,0.01271577753128339,0.14866715814638212,43.614835533211945,0.8825015365040665,0.9149540196135307,0.06766059002691656,0.07611809476068256,ns,ns,ns
CFAP97,2.5483716848378157,2.5307128405932127,0.017658844244603067,0.1482706001070128,43.614835533211945,0.8828126096874849,0.9149540196135307,0.14558764901466545,0.1475864912684798,ns,ns,ns
MRPL16,3.952279682150253,3.9711318234728505,-0.018852141322597493,-0.14830176962220004,43.614835533211945,0.8827881586156461,0.9149540196135307,0.1679942951278757,0.1681360550481235,ns,ns,ns
TENT4B,1.441731222902645,1.4536579070081195,-0.011926684105474372,-0.14832782101445735,43.614835533211945,0.8827677225679083,0.9149540196135307,0.058013715745916496,0.06727076181714399,ns,ns,ns
MAIP1,2.6730468433805665,2.659717684651305,0.013329158729261437,0.14846960124332914,43.614835533211945,0.882656504303069,0.9149540196135307,0.07610375591670726,0.0838614837122345,ns,ns,ns
C20orf27,3.7629464476871357,3.7885966685938968,-0.025650220906761056,-0.14745084108159456,43.614835533211945,0.8834557148900071,0.9155342081524006,0.3279796841213881,0.31486171574372446,ns,ns,ns
HS6ST1,3.6964321550644565,3.7211263585688603,-0.024694203504403767,-0.14737400635072984,43.614835533211945,0.8835159962151333,0.9155342081524006,0.3031968028605134,0.29213286125383153,ns,ns,ns
TFIP11,3.3812666503404216,3.368372097133843,0.012894553206578507,0.14695281208522784,43.614835533211945,0.8838464600577032,0.9158022347347975,0.07201369171008654,0.08011040758722542,ns,ns,ns
SART1,3.8650466211381826,3.885427348260069,-0.020380727121886544,-0.14648305069824308,43.614835533211945,0.8842150537339075,0.9160353030274998,0.20428318202020052,0.2014172874074123,ns,ns,ns
FSTL3,3.746431773782458,3.7163407745886237,0.03009099919383429,0.14652421909113086,43.614835533211945,0.8841827503192643,0.9160353030274998,0.4631403215623379,0.4388201219039654,ns,ns,ns
NSMCE3,2.211417212083248,2.1934317015191613,0.017985510564086482,0.146189057951091,43.614835533211945,0.8844457454653711,0.9161998693785947,0.15638415787904886,0.15748817608043975,ns,ns,ns
AMMECR1L,2.7580526622554773,2.746927577183644,0.011125085071833407,0.1458506598533929,43.614835533211945,0.8847112939627855,0.9164005142874759,0.050671590588634866,0.06053715838379781,ns,ns,ns
SBDS,5.6274701725608205,5.604665569847938,0.022804602712882094,0.14554908995386814,43.614835533211945,0.8849479538490481,0.9165712056718031,0.26316827020893363,0.2554219282309625,ns,ns,ns
STK32C,2.275388389937901,2.261952657990155,0.013435731947745833,0.14433061801487887,43.614835533211945,0.8859042693803185,0.9174871810465488,0.08297689909035366,0.09016497479697112,ns,ns,ns
ATP8B1,2.653241021428461,2.6700620786572995,-0.01682105722883831,-0.1439312491202773,43.614835533211945,0.8862177508349507,0.9177373103043546,0.1396176320555637,0.14211127451150665,ns,ns,ns
AGPAT3,3.6693965203158094,3.6876014767006846,-0.01820495638487518,-0.14345405511829354,43.614835533211945,0.8865923446474786,0.918050679708452,0.16737266941567036,0.16756595021603535,ns,ns,ns
NFE2,1.6858672832964046,1.6473821060082081,0.03848517728819645,0.1432118245571491,43.614835533211945,0.8867825039100334,0.9181730350218931,0.8039498018003923,0.7513830157647334,ns,ns,ns
ERGIC1,4.9287423238628705,4.913046579709057,0.01569574415381325,0.1424890510415221,43.614835533211945,0.8873499458465841,0.9186114018492968,0.12232346513860556,0.126250463202209,ns,ns,ns
RPUSD3,3.3043343300959234,3.3194412496204038,-0.0151069195244804,-0.14253847735772557,43.614835533211945,0.8873111398552926,0.9186114018492968,0.11210018241994928,0.11687449505405771,ns,ns,ns
ISCA2,2.85115639006981,2.8671948422892,-0.016038452219390376,-0.1417619570913886,43.614835533211945,0.8879208400019276,0.9190531996221558,0.12987877721967966,0.13317958444153669,ns,ns,ns
SLC2A13,1.1014498085957423,1.0893129502079344,0.01213685838780787,0.14178501683181916,43.614835533211945,0.8879027332030294,0.9190531996221558,0.06779373208721992,0.07624020189113544,ns,ns,ns
NUDT18,2.2355281448793467,2.254021236002675,-0.01849309112332831,-0.1414856735276741,43.614835533211945,0.8881377860428801,0.9192031476549951,0.17848447948350168,0.17775680379324985,ns,ns,ns
ERI3,4.179469556055307,4.1984446188260165,-0.018975062770709705,-0.1413160551210684,43.614835533211945,0.8882709797386867,0.9192663965436558,0.18920908665762645,0.1875925461896261,ns,ns,ns
VPS37C,3.4785566521522164,3.4951652980893524,-0.016608645937135957,-0.1406545019751263,43.614835533211945,0.8887904987897746,0.9197294085577731,0.1428494639512552,0.14507524936655844,ns,ns,ns
UNC5B-AS1,1.043391415012577,1.090049663668591,-0.04665824865601409,-0.14031297107934312,43.614835533211945,0.8890587230678195,0.9198576906769351,1.2391548360801994,1.1505178779823437,ns,ns,ns
ARHGAP4,3.162359719797428,3.1363196942404383,0.026040025556989477,0.14034039089625241,43.614835533211945,0.8890371881889929,0.9198576906769351,0.37525608421441903,0.3582198066456432,ns,ns,ns
TMC6,3.585116145048363,3.563006473872538,0.02210967117582463,0.13957999530164228,43.614835533211945,0.8896344163398671,0.920378657547037,0.26932242798927997,0.2610660240576314,ns,ns,ns
APBA3,2.791320633352481,2.8046212405118522,-0.013300607159371314,-0.13900076220155508,43.614835533211945,0.8900893997730241,0.9207746686652643,0.08853957475795855,0.09526661106325397,ns,ns,ns
PPHLN1,3.504892902898732,3.4900732129365255,0.014819689962206617,0.1388448316791987,43.614835533211945,0.8902118884819883,0.9208266861716925,0.11391204083560144,0.11853618506710152,ns,ns,ns
MTHFS,2.532688900670522,2.5564404825899363,-0.02375158191941429,-0.1383962971028493,43.614835533211945,0.8905642426975913,0.921116446644151,0.31881445741442593,0.3064561110040409,ns,ns,ns
CTDP1,3.21404534299129,3.1993555502472675,0.0146897927440226,0.13774714632556562,43.614835533211945,0.8910742340819897,0.9215691920564119,0.11368823216475084,0.11833092585370368,ns,ns,ns
FLT4,2.258999678857436,2.233848554277418,0.025151124580018003,0.13760061122702735,43.614835533211945,0.8911893626978125,0.9215936758342176,0.36369965707714746,0.3476211862487174,ns,ns,ns
CD2,1.7623105614375927,1.7891482393916673,-0.026837677954074657,-0.1375330590518095,43.614835533211945,0.8912424373922532,0.9215936758342176,0.41666196058571386,0.3961939279418384,ns,ns,ns
PHF20,3.069980459821652,3.0810387599292004,-0.01105830010754838,-0.13737763961760296,43.614835533211945,0.8913645499408247,0.9216452169122212,0.05817441660125391,0.06741814364571014,ns,ns,ns
TSPAN3,4.936997385418318,4.960630082325671,-0.023632696907353257,-0.13698880600209476,43.614835533211945,0.8916700669308957,0.9217369185028542,0.32231056430588617,0.30966245751317584,ns,ns,ns
C10orf99,3.6147328919507955,3.67944763041562,-0.06471473846482434,-0.1370235027083307,43.614835533211945,0.891642804122293,0.9217369185028542,2.515258747735115,2.320857186663844,ns,ns,ns
MYO1C,5.480561198806047,5.456713702497423,0.023847496308624372,0.13714480686280456,43.614835533211945,0.8915474908733763,0.9217369185028542,0.32769453356398015,0.31460019871272177,ns,ns,ns
SOWAHC,3.175134787773371,3.210664246953545,-0.03552945918017425,-0.13623987675242016,43.614835533211945,0.8922585675598025,0.9220054583162658,0.7562332280794394,0.7076212332083207,ns,ns,ns
ATPAF2,2.974054635238498,2.961619133397156,0.01243550184134179,0.13635427008168433,43.614835533211945,0.8921686745186221,0.9220054583162658,0.07902528859080955,0.08654087721528012,ns,ns,ns
CEP76,1.6511742028704692,1.6347729974079535,0.016401205462515778,0.1364388573798699,43.614835533211945,0.8921022046985412,0.9220054583162658,0.14860244807008754,0.1503514211539784,ns,ns,ns
POMT2,2.303442405567188,2.2907345086006514,0.012707896966536403,0.13653101884413182,43.614835533211945,0.8920297838912559,0.9220054583162658,0.08294950901676383,0.09013985483652191,ns,ns,ns
CEP112,1.9492632127027234,1.969415280434822,-0.020152067732098544,-0.13619818188712884,43.614835533211945,0.8922913327483222,0.9220054583162658,0.2330358458068408,0.22778690539186683,ns,ns,ns
C18orf21,3.163560339124573,3.1477167772048036,0.01584356191976921,0.13477558433145498,43.614835533211945,0.8934093700309553,0.9227121554911543,0.1414432521935533,0.14378558566336178,ns,ns,ns
HTRA2,3.2830364754131964,3.2955094591704244,-0.01247298375722794,-0.1348622697457576,43.614835533211945,0.8933412365806734,0.9227121554911543,0.08170707446311203,0.08900039434014498,ns,ns,ns
DDX54,3.866750001163355,3.8867949838848164,-0.02004498272146149,-0.1348227373902906,43.614835533211945,0.8933723083249028,0.9227121554911543,0.2354428197941732,0.22999438727999594,ns,ns,ns
SHARPIN,4.219736348723053,4.23421842893248,-0.014482080209426762,-0.13508986824714,43.614835533211945,0.8931623514111038,0.9227121554911543,0.11504716549008646,0.11957722960216174,ns,ns,ns
SGCD,1.8155586034825446,1.7936457994325947,0.021912804049949886,0.134817476292605,43.614835533211945,0.8933764434690017,0.9227121554911543,0.28437962892695856,0.27487527107516313,ns,ns,ns
GSPT2,1.4809100197797374,1.4666719586623986,0.014238061117338718,0.13502197916887318,43.614835533211945,0.8932157094751778,0.9227121554911543,0.11081709379255877,0.11569774992896058,ns,ns,ns
BST1,2.346031547724163,2.3697869555133164,-0.023755407789153526,-0.13432293048574032,43.614835533211945,0.8937651624518621,0.9230048681471048,0.3395023996857463,0.3254294186122439,ns,ns,ns
WWC3,3.1171551169117224,3.1061470142881453,0.011008102623577098,0.13354235111975327,43.614835533211945,0.8943787609605538,0.9235637521076877,0.06175279260517391,0.07069994073165364,ns,ns,ns
APH1A,5.651451686346597,5.665364848185012,-0.013913161838415178,-0.13334651620992163,43.614835533211945,0.8945327133148637,0.9236479388636109,0.1081715305737656,0.11327145329255243,ns,ns,ns
SUSD2,2.4460000013212286,2.483410050774494,-0.037410049453265426,-0.13324498818429265,43.614835533211945,0.8946125295005136,0.9236555690349781,0.8789594406974105,0.820175790498367,ns,ns,ns
C17orf80,2.1413362723179588,2.156857587620126,-0.01552131530216716,-0.13304571342535657,43.614835533211945,0.8947691924209493,0.9237425330643865,0.1390687435023217,0.14160787831933344,ns,ns,ns
C3orf70,1.0544320974817178,1.0692006382511006,-0.014768540769382721,-0.13279928418617098,43.614835533211945,0.8949629324350181,0.9238677575962267,0.12497411164036683,0.12868142181466813,ns,ns,ns
CDIPT,4.886156472602239,4.900795464799328,-0.014638992197089529,-0.13264843571813179,43.614835533211945,0.8950815310757965,0.923915399903653,0.12283704909772386,0.1267214808757501,ns,ns,ns
MED1,2.7809641271505416,2.793923471466205,-0.012959344315663479,-0.1317969178273309,43.614835533211945,0.8957510487645883,0.9245316546531883,0.0943523491582646,0.10059761766157505,ns,ns,ns
CAMTA1,3.43487994388119,3.4446038201980858,-0.009723876316895641,-0.13127721888512434,43.614835533211945,0.8961597070156166,0.9248785905616379,0.0469089278498,0.05708634840794024,ns,ns,ns
MRPL9,4.206644732848358,4.1926321798406985,0.014012553007659356,0.1308254508162983,43.614835533211945,0.8965149719081378,0.9251703703466969,0.11481731525818088,0.11936642955754798,ns,ns,ns
PTP4A3,3.0576231576136874,3.0277891026424215,0.0298340549712659,0.13010959633414465,43.614835533211945,0.8970779550678434,0.9256764431572301,0.5811661882822337,0.5470639020553509,ns,ns,ns
CD3D,2.2312506121721656,2.260204931631917,-0.028954319459751243,-0.1295597012836984,43.614835533211945,0.8975104560008069,0.9260478030241336,0.5512853864707663,0.5196596471075466,ns,ns,ns
SEMA5A,2.0577899045273274,2.036587685210419,0.021202219316908355,0.12933447339196463,43.614835533211945,0.8976876103123084,0.9261556584671845,0.2895517125432482,0.2796186878993318,ns,ns,ns
SAMD8,2.344718167193474,2.3580319718262346,-0.01331380463276055,-0.129017557446328,43.614835533211945,0.8979368913314418,0.9263379044774209,0.10547648355174559,0.11079977411360173,ns,ns,ns
GLMN,1.8585012861230157,1.8721345471072777,-0.013633260984261986,-0.12887389275745922,43.614835533211945,0.8980498991150021,0.9263795489293554,0.11162629097856161,0.11643988014782763,ns,ns,ns
MECOM,1.8556671696471658,1.875488121352462,-0.019820951705296075,-0.12834176464744346,43.614835533211945,0.8984684939261751,0.9267363881462723,0.2552583991651518,0.24816763418437957,ns,ns,ns
HDGFL2,3.475061731017958,3.4553969670510147,0.019664763966943166,0.1281384554752251,43.614835533211945,0.8986284333720624,0.9268263979614971,0.2518565274122058,0.24504771252345248,ns,ns,ns
NIT1,3.4081754605857846,3.424569354357948,-0.01639389377216327,-0.12762149521306612,43.614835533211945,0.8990351353199486,0.927095906908329,0.171871017744354,0.17169147151968284,ns,ns,ns
ZFY,1.5803399017478095,1.6072640160567981,-0.026924114308988667,-0.12764621312871385,43.614835533211945,0.8990156886651102,0.927095906908329,0.48941020445206657,0.462912734033363,ns,ns,ns
SLC25A20,2.887850431894125,2.8683429885787075,0.01950744331541765,0.1272743648990473,43.614835533211945,0.8993082443939007,0.927302558275826,0.25118082468126907,0.24442801262301633,ns,ns,ns
BIN3,3.558756138317326,3.5466524314005587,0.012103706916767099,0.12703615138108512,43.614835533211945,0.8994956689703686,0.9274208316257669,0.08765208877762684,0.09445268069347794,ns,ns,ns
SDCBP,5.422960274658431,5.449437284872867,-0.02647701021443627,-0.12683886146109027,43.614835533211945,0.899650899563806,0.9275058950798074,0.47901940858234165,0.45338313636991434,ns,ns,ns
