gene,mean_DFU,mean_Control,log2FC,t,df,P_value,adj_P_value,var_pooled,var_post,status_relaxed,status_standard,status_strict
ASB6,2.8161063240119693,2.8284652079582484,-0.012358883946279153,-0.1265957542531622,43.614835533211945,0.8998421853315468,0.9276281132918289,0.09278876011802788,0.09916362024200798,ns,ns,ns
TREX2,2.840725550063097,2.7967691476960916,0.043956402367005154,0.1260720767763467,43.614835533211945,0.9002542546284851,0.9278564726032517,1.363817944609033,1.2648487995642028,ns,ns,ns
SH3RF3-AS1,0.9496015016505386,0.9657769208622667,-0.01617541921172816,-0.12603685317185565,43.614835533211945,0.9002819722412481,0.9278564726032517,0.1715262329072615,0.17137526275000403,ns,ns,ns
ITFG1,3.6462467345348433,3.6588852618801506,-0.012638527345307349,-0.1261270781417154,43.614835533211945,0.9002109740584745,0.9278564726032517,0.09857909570485834,0.10447404777524605,ns,ns,ns
TRADD,3.8944004731516095,3.878547957279788,0.01585251587182146,0.12540625067969896,43.614835533211945,0.9007782174358774,0.9279650640968579,0.165949699568455,0.1662609173483711,ns,ns,ns
PPP2R1B,3.0231864867881737,3.001287950447333,0.021898536340840824,0.12530963802443634,43.614835533211945,0.9008542491756844,0.9279650640968579,0.33113521827541303,0.31775571648035184,ns,ns,ns
MCAT,2.5468008455792375,2.5346436194958755,0.012157226083362005,0.12569707821255516,43.614835533211945,0.9005493491404426,0.9279650640968579,0.09079042220312666,0.0973309063129326,ns,ns,ns
CSNK1G1,2.2097815491341284,2.2215162086023152,-0.011734659468186859,-0.1256021976604725,43.614835533211945,0.9006240149633027,0.9279650640968579,0.08369047073447777,0.09081940500210693,ns,ns,ns
RARA,3.53712092316703,3.559902777768389,-0.02278185460135873,-0.1252557123666035,43.614835533211945,0.9008966877270601,0.9279650640968579,0.359973054006714,0.3442034472845562,ns,ns,ns
VSIG10L,2.7151837045367446,2.7550958981179563,-0.039912193581211675,-0.125412366350867,43.614835533211945,0.9007734045875424,0.9279650640968579,1.1337081774784472,1.0538107302307889,ns,ns,ns
RPL15,8.26557319324598,8.28289014240697,-0.017316949160989026,-0.12540416683107616,43.614835533211945,0.9007798573626118,0.9279650640968579,0.20099785639177367,0.19840425242675752,ns,ns,ns
PKN1,4.013100544549231,4.038954165374009,-0.025853620824777934,-0.12460120842174105,43.614835533211945,0.9014117942383328,0.9284206599839654,0.4730962276824231,0.4479508738587712,ns,ns,ns
PRKCI,2.8954534725013095,2.876622819257881,0.018830653243428586,0.1243148930438738,43.614835533211945,0.9016371431687202,0.9285777668441161,0.24497363133637756,0.23873527686555618,ns,ns,ns
ASCC2,4.278947902015041,4.290902157685462,-0.011954255670421077,-0.12378739484599953,43.614835533211945,0.9020523402164426,0.9288553487913035,0.09046679281511767,0.09703409961030265,ns,ns,ns
THAP8,1.6747905378174495,1.6893336462234891,-0.014543108406039673,-0.12382571016804232,43.614835533211945,0.902022181057704,0.9288553487913035,0.14115818712168499,0.14352414703278274,ns,ns,ns
KRR1,2.987729654229961,2.970727161623247,0.01700249260671427,0.12351218478114814,43.614835533211945,0.902268970749281,0.9290034057779413,0.19965052474289507,0.1971685887977131,ns,ns,ns
TLR4,2.1609672456833477,2.190294721560385,-0.029327475877037212,-0.12278156868007974,43.614835533211945,0.9028441088591135,0.9292954737917898,0.6319394969689363,0.5936290747228389,ns,ns,ns
NOP2,3.3138509127381686,3.2946756181371626,0.019175294601005977,0.12297891364274707,43.614835533211945,0.9026887544699926,0.9292954737917898,0.26048581103705565,0.252961793610177,ns,ns,ns
NDOR1,2.4920596554359142,2.5081854274730535,-0.016125772037139274,-0.12286691363326607,43.614835533211945,0.9027769229214488,0.9292954737917898,0.18008746893345579,0.1792269360822811,ns,ns,ns
WDR81,3.0271624335544978,3.0453042484343325,-0.018141814879834683,-0.12286504166796412,43.614835533211945,0.9027783965772427,0.9292954737917898,0.23201322379367753,0.2268490391812885,ns,ns,ns
COG8,3.275699109781655,3.288520938316738,-0.012821828535083402,-0.12212805993336469,43.614835533211945,0.9033585930753436,0.9297499909200111,0.10971124890430368,0.11468355842761879,ns,ns,ns
EMC2,3.6127993108633203,3.6294266270820597,-0.016627316218739363,-0.12173051917183811,43.614835533211945,0.9036715833470217,0.9299648062927387,0.19632995501590267,0.19412323078005983,ns,ns,ns
UNC93B1,3.6139207215672515,3.633297521764792,-0.01937680019754051,-0.12167772105134458,43.614835533211945,0.9037131533275238,0.9299648062927387,0.2723692799604526,0.26386035028532295,ns,ns,ns
MTG1,3.5251748594019277,3.512148088380871,0.01302677102105676,0.12066234698293271,43.614835533211945,0.9045126491716116,0.9307124265681429,0.11689558962037983,0.12127245473158893,ns,ns,ns
PGRMC1,4.971897386443007,4.9558278484628575,0.016069537980149207,0.12055714804945622,43.614835533211945,0.9045954875480811,0.9307225698023942,0.1862342611963431,0.18486427685198928,ns,ns,ns
PLAT,2.9274827835325428,2.9007658013934483,0.02671698213909446,0.1203911473918544,43.614835533211945,0.9047262061243413,0.9307819705311169,0.5433808950250941,0.5124102867932994,ns,ns,ns
ZBED2,1.143330107700189,1.167154629526532,-0.023824521826343092,-0.12016791102638995,43.614835533211945,0.9049019996383603,0.9308877310146009,0.4306049984293726,0.4089813546723979,ns,ns,ns
LENG1,2.385223098730104,2.373125834854753,0.01209726387535115,0.11980350574849988,43.614835533211945,0.9051889707877525,0.9311078354941287,0.10033920555959078,0.10608827819314329,ns,ns,ns
SRPK2,3.508834036274468,3.5197867168224555,-0.01095268054798737,-0.11961455338258582,43.614835533211945,0.9053377768556399,0.9311857946802141,0.07978524495283996,0.08723784773252691,ns,ns,ns
HMGCR,4.246670990515549,4.282646138729592,-0.03597514821404335,-0.11929946906730306,43.614835533211945,0.905585923538679,0.9313659099103849,1.016318799287146,0.9461506858847212,ns,ns,ns
TRMT5,1.7763662998515575,1.7884124284857181,-0.012046128634160658,-0.11903917503207279,43.614835533211945,0.9057909269794704,0.9314223545068374,0.10084101334497626,0.10654849571248108,ns,ns,ns
DLC1,3.36412801299563,3.340409577253426,0.02371843574220378,0.11895158569554813,43.614835533211945,0.9058599124087121,0.9314223545068374,0.43572747206764745,0.4136792732367122,ns,ns,ns
RRAD,2.531365301148662,2.5698578338290665,-0.03849253268040442,-0.11910811170175538,43.614835533211945,0.9057366329222991,0.9314223545068374,1.1695499669452984,1.0866819209884002,ns,ns,ns
ARMCX6,3.460476633138529,3.4450195897473357,0.015457043391193359,0.11876596838431439,43.614835533211945,0.9060061071752483,0.931497572138499,0.17682904598924992,0.17623857406796178,ns,ns,ns
PFKM,3.1081854839328584,3.124465885767692,-0.01628040183483348,-0.1185467738190908,43.614835533211945,0.9061787520958597,0.9315769963847262,0.19863573864555378,0.1962379090554327,ns,ns,ns
SNX13,2.472117154514144,2.4602942357642474,0.011822918749896605,0.11848240341216479,43.614835533211945,0.9062294532383686,0.9315769963847262,0.09762972458060941,0.10360336135614812,ns,ns,ns
SMAD1,3.5376761914786634,3.5211058750262314,0.01657031645243201,0.11776780227917574,43.614835533211945,0.9067923330193872,0.9320804886754449,0.20926627619962934,0.20598737840375167,ns,ns,ns
COX18,1.9301989147138752,1.917651597564356,0.012547317149519177,0.11756481342298555,43.614835533211945,0.9069522329131701,0.9321697152112877,0.11389068455440965,0.11851659881308432,ns,ns,ns
FETUB,1.007589562863913,1.0449404163946872,-0.03735085353077405,-0.11684643873752766,43.614835533211945,0.9075181476675469,0.9326761976955618,1.143912007713864,1.0631688581344438,ns,ns,ns
SECTM1,3.070657648901294,3.1014117267762717,-0.03075407787497797,-0.11638605102967763,43.614835533211945,0.9078808533199958,0.9329737729564791,0.7768182348341244,0.7265001366851066,ns,ns,ns
UPRT,1.9920609847660227,2.0015677078999285,-0.009506723133905881,-0.11584117258620584,43.614835533211945,0.9083101486903205,0.9333397249413953,0.061072227365381246,0.07007578133132811,ns,ns,ns
UBAP2L,4.740048733824037,4.752204509289619,-0.01215577546558233,-0.11565562995173191,43.614835533211945,0.9084563391747742,0.9334147352155895,0.109988769054107,0.11493807746584099,ns,ns,ns
MRPS30,3.087524592191167,3.0771565284379303,0.010368063753236623,0.11532249520549341,43.614835533211945,0.9087188266792958,0.9335641882484843,0.07636454666542036,0.08410065989669083,ns,ns,ns
SLX4,1.2594741369888458,1.249242680005448,0.01023145698339789,0.1151923100801308,43.614835533211945,0.908821406500818,0.9335641882484843,0.0741659742487353,0.08208430707563213,ns,ns,ns
NSA2,5.034480411927459,5.051908188285373,-0.017427776357914482,-0.11521507765644297,43.614835533211945,0.9088034665964644,0.9335641882484843,0.24424392766441008,0.23806605166908668,ns,ns,ns
TMBIM4,4.942169295230678,4.927364693358916,0.014804601871762024,0.11496346021399685,43.614835533211945,0.9090017333595861,0.9336742191957798,0.1728032309936795,0.17254642212346594,ns,ns,ns
BCL7C,4.413455046876136,4.397647623762985,0.01580742311315042,0.11467709378866031,43.614835533211945,0.9092273883817938,0.9337928844523797,0.2002271193444039,0.19769739473675624,ns,ns,ns
RBAK,1.5220748891893345,1.508106770681648,0.013968118507686533,0.11463100633535861,43.614835533211945,0.9092637057264683,0.9337928844523797,0.15311634702898383,0.15449120423807053,ns,ns,ns
CD79B,1.8190544188373543,1.8385556608260878,-0.019501241988733486,-0.11366395436010829,43.614835533211945,0.9100257968690697,0.9345002808173964,0.3186166861589011,0.3062747312023225,ns,ns,ns
RPL27,9.40451343456983,9.387652911035158,0.016860523534672822,0.11349490380633853,43.614835533211945,0.9101590269948283,0.9345618414867186,0.23504141499790335,0.22962625126264086,ns,ns,ns
MCRIP2,2.6555240057334153,2.6392876041627034,0.016236401570711934,0.11297601574572161,43.614835533211945,0.9105679832338438,0.9348312260651432,0.21898584458450027,0.2149013805005562,ns,ns,ns
VANGL1,2.1648584763306054,2.1836068871863183,-0.018748410855712994,-0.11301928782252332,43.614835533211945,0.910533877857103,0.9348312260651432,0.2968616853804108,0.28632280382483716,ns,ns,ns
PC,2.3936867897315772,2.4273714782368563,-0.03368468850527906,-0.11256336110633815,43.614835533211945,0.9108932302116948,0.935073326438596,1.000625392732576,0.9317579625256065,ns,ns,ns
ABT1,3.10600310574128,3.0941881033706076,0.011815002370672456,0.11249077403860964,43.614835533211945,0.9109504436346834,0.935073326438596,0.10981633167391443,0.11477993184581566,ns,ns,ns
PTMA,9.05999163184228,9.076621501641904,-0.01662986979962433,-0.11222465831978967,43.614835533211945,0.911160201214233,0.9352133638700292,0.23378301220783992,0.22847214599118554,ns,ns,ns
POLR1D,4.861723689313659,4.848663827251516,0.013059862062142713,0.11195158845846644,43.614835533211945,0.9113754468434025,0.9353590112340184,0.13905501722316083,0.14159528968613735,ns,ns,ns
YY1,3.957190838415253,3.9664835569634405,-0.009292718548187473,-0.11173744708426829,43.614835533211945,0.9115442471655684,0.935382367824261,0.0631319767612199,0.07196481690434563,ns,ns,ns
CHD7,2.437605636322939,2.4505629559948137,-0.012957319671874856,-0.11173545822390427,43.614835533211945,0.9115458149355504,0.935382367824261,0.13722856487412566,0.13992021529761248,ns,ns,ns
DDX46,3.3475254511770483,3.3600081854966675,-0.012482734319619215,-0.11164357738508777,43.614835533211945,0.9116182427419226,0.935382367824261,0.12649045383418245,0.13007208824757116,ns,ns,ns
LINC00467,1.887927948547599,1.8716941588806681,0.016233789666930898,0.11154901144268956,43.614835533211945,0.9116927879545278,0.9353835981322681,0.22494205796575314,0.22036393773222784,ns,ns,ns
RILPL2,3.077138114649117,3.059364684107635,0.01777343054148206,0.11112927892728793,43.614835533211945,0.9120236678227343,0.9354410316048944,0.2748599710598378,0.26614461073838697,ns,ns,ns
OLFML3,4.901683103683064,4.871320957750444,0.03036214593261999,0.11114801926715062,43.614835533211945,0.9120088942647397,0.9354410316048944,0.831243365230151,0.7764144648999479,ns,ns,ns
CBWD3,2.3333670985627277,2.3185568127020657,0.01481028586066202,0.11127293456053522,43.614835533211945,0.9119104206899107,0.9354410316048944,0.1856442608106832,0.18432317621185446,ns,ns,ns
TEAD1,2.9665158350602954,2.982935557425064,-0.01641972236476885,-0.11110580956931389,43.614835533211945,0.9120421694483853,0.9354410316048944,0.23244262467736662,0.22724285094596852,ns,ns,ns
ASAH2B,0.9771284825187804,0.9861894419789357,-0.009060959460155282,-0.11056401803084467,43.614835533211945,0.9124692942824983,0.9358038528335103,0.06085875287200935,0.0698799997897842,ns,ns,ns
LSM14A,4.550602258357975,4.561008340327902,-0.010406081969927428,-0.11000583429959683,43.614835533211945,0.9129093693710699,0.9360503195545836,0.08618312867488366,0.09310546928269584,ns,ns,ns
GOPC,3.0241759969503352,3.0361099890198533,-0.011933992069518062,-0.11010933644064333,43.614835533211945,0.9128277656291579,0.9360503195545836,0.11793277486056433,0.12222367715625654,ns,ns,ns
SPRR2B,3.0443615222439315,2.9923296474460357,0.05203187479789584,0.10997990784312096,43.614835533211945,0.9129298106029884,0.9360503195545836,2.5239906950327926,2.32886542256883,ns,ns,ns
RNF123,2.9364664871762174,2.9278341329988895,0.008632354177327883,0.10965889230583974,43.614835533211945,0.9131829142604917,0.9362345611033082,0.0549671742791352,0.0644767203589696,ns,ns,ns
RBM14,3.4990483779919233,3.4884007458848796,0.01064763210704367,0.10849616115572923,43.614835533211945,0.9140997419366608,0.9370864633696944,0.09392930324272053,0.10020963415974855,ns,ns,ns
B2M,10.043422140456538,10.019375072000223,0.024047068456315657,0.10841873114595328,43.614835533211945,0.9141608006572859,0.9370864633696944,0.5427765000349263,0.5118559845860079,ns,ns,ns
AIMP1,3.430583832084425,3.41822775543467,0.012356076649755021,0.10811309006482285,43.614835533211945,0.9144018241245573,0.937258195069963,0.13285094764565883,0.13590541879550638,ns,ns,ns
GRK5,2.7154634853761963,2.6992333651446945,0.016230120231501832,0.10792290397651264,43.614835533211945,0.9145518058193449,0.9372612648355919,0.24124353036410762,0.2353143299087075,ns,ns,ns
LRG1,1.5980898925675322,1.5629297255930732,0.035160166974459006,0.10795273607945825,43.614835533211945,0.9145282798663257,0.9372612648355919,1.1881493621951402,1.1037397821702255,ns,ns,ns
USP46,1.8041690636171666,1.8132526724919529,-0.00908360887478632,-0.10739214934713824,43.614835533211945,0.9149703781936607,0.9376148841385098,0.06583038928989596,0.07443958265383127,ns,ns,ns
BECN1,4.634611804650471,4.624067278699694,0.010544525950777484,0.10719150706334517,43.614835533211945,0.9151286183464526,0.9376263573368933,0.09444781493340715,0.10068517115017628,ns,ns,ns
FBXO33,1.9804011510111297,1.9696431205091696,0.010758030501960114,0.10720196755035888,43.614835533211945,0.9151203684088134,0.9376263573368933,0.09891632286757016,0.10478332525717532,ns,ns,ns
ALG11,2.0836948059043494,2.0954131696262355,-0.01171836372188606,-0.10653509766660897,43.614835533211945,0.9156463317307666,0.9380170447555114,0.12192709014206002,0.1258869401103989,ns,ns,ns
NEK4,2.0197327264793885,2.0316812237789073,-0.011948497299518746,-0.1065215252081622,43.614835533211945,0.9156570367883134,0.9380170447555114,0.12740775344401292,0.13091336126728206,ns,ns,ns
AKR1B10,2.830945934037277,2.787894324218181,0.04305160981909628,0.10636314435761719,43.614835533211945,0.9157819582974607,0.9380256487237684,1.8433360361465383,1.7046240142820117,ns,ns,ns
C1orf174,3.134885453032658,3.124329191123807,0.010556261908851283,0.10632436903196564,43.614835533211945,0.9158125423241308,0.9380256487237684,0.09649434481799915,0.10256208285654612,ns,ns,ns
ARHGEF15,2.7595207679039304,2.77972779310935,-0.020207025205419615,-0.10609178525320018,43.614835533211945,0.9159959954158481,0.9380628707571117,0.39623736441062263,0.3774621400761813,ns,ns,ns
LNX2,2.124570943627489,2.1386588039753307,-0.014087860347841819,-0.10611370859289668,43.614835533211945,0.9159787029353992,0.9380628707571117,0.18462840358265326,0.18339151411512924,ns,ns,ns
HLCS,1.5394518358395153,1.5298608957777882,0.009590940061727116,0.10568996288245652,43.614835533211945,0.9163129482672934,0.9382986127971209,0.07808823764503985,0.08568148986754505,ns,ns,ns
LAMP5,0.7772275331849635,0.7992814066852361,-0.022053873500272547,-0.10561340049056175,43.614835533211945,0.9163733413618866,0.9382986127971209,0.47935929576659164,0.45369485340848137,ns,ns,ns
TMEM176B,4.396809501739943,4.364652381674013,0.0321571200659303,0.1054503193788332,43.614835533211945,0.9165019828553282,0.9383549925621388,1.0396938317605664,0.9675883753201158,ns,ns,ns
RASD2,0.8775749419884942,0.863302201931322,0.014272740057172162,0.10518956131886041,43.614835533211945,0.9167076784891453,0.9384902483561106,0.19353351628904522,0.19155856332902427,ns,ns,ns
SLC9A7,1.0330515776178444,1.0457097599197187,-0.012658182301874321,-0.10501185254547968,43.614835533211945,0.9168478650709013,0.9385584221583886,0.1495073705073025,0.15118134283191376,ns,ns,ns
CYC1,5.482346357163756,5.468974083436588,0.013372273727168427,0.10482492650100664,43.614835533211945,0.916995325636742,0.9386340306481556,0.1692874743365029,0.1693220544383012,ns,ns,ns
STAT3,5.585509916540331,5.570641217036394,0.014868699503936433,0.10436650262434247,43.614835533211945,0.9173569755117592,0.9388535036274348,0.21492978703478832,0.21118149253113047,ns,ns,ns
RPP38,2.8282015079000287,2.817904546064978,0.010296961835050578,0.10444850322005264,43.614835533211945,0.9172922840690563,0.9388535036274348,0.09492418655476324,0.10112206067690015,ns,ns,ns
